name|type|low|high|elementary_school|middle_school|high_school
Boulder Crest|Dr|26905|26968|Oak Hills|Rancho Pico JH|West Ranch HS
Bouquet Cyn - All Numbers|Rd|25900|26299|Emblem|Arroyo Seco JH|Saugus HS
Bouquet Cyn - All Numbers|Rd|27601|27999|Rosedell|Arroyo Seco JH|Saugus HS
Bouquet Cyn - All Numbers|Rd|28000|28599|Plum Cyn|Arroyo Seco JH|Saugus HS
Bouquet Cyn - All Numbers|Rd|28900|37199|Plum Cyn|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Even Number|Rd|26300|27248|Emblem|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Even Number|Rd|27250|27598|Rosedell|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Even Number|Rd|28600|28898|Plum Cyn|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Odd Numbers|Rd|26301|26699|Bridgeport|Rio Norte JH|Valencia HS
Bouquet Cyn - Odd Numbers|Rd|26701|26949|Santa Clarita|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Odd Numbers|Rd|26951|27599|Highlands|Arroyo Seco JH|Saugus HS
Bouquet Cyn - Odd Numbers|Rd|28601|28899|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Bowie|Ct|25300|25336|Pico Cyn|Rancho Pico JH|West Ranch HS
Bowman|Wy|26100|26145|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Boxwood|Ln|22600|22949|Mountain View|Rio Norte JH|Valencia HS
Bracken|Ln|24700|24859|Wiley Cyn|Rancho Pico JH|West Ranch HS
Braddon Oak|Dr|28001|28022|Foster|Arroyo Seco JH|Saugus HS
Bradenton|Ct|27500|27519|Helmers|Rio Norte JH|Valencia HS
Brady|Pkwy|0|0|Live Oak|Castaic MS|Castaic HS
Bramble|Wy|21416|21444|Rio Vista|La Mesa JH|Golden Valley HS
Branbury|Ct|27210|27217|Helmers|Rio Norte JH|Valencia HS
Branch|Rd|28000|28261|Northlake Hills|Castaic MS|Castaic HS
Brandon|Cr|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Brandywine Cyn|Rd|30325|30499|Mint Cyn|La Mesa JH|Golden Valley HS
Brant|Wy|26500|26541|Golden Oak|La Mesa JH|Golden Valley HS
Braxton|Av|0|0|Live Oak|Castaic MS|Castaic HS
Breakers Cove||27100|27107|Bridgeport|Rio Norte JH|Valencia HS
Breakwater|Wy|22500|22552|Emblem|Arroyo Seco JH|Saugus HS
Breckenridge|Pl|24500|24566|Newhall|Placerita JH|Hart HS
Brei|Ct|22000|22056|Newhall|Placerita JH|Hart HS
Brendle|Wy|19503|19559|Valley View|La Mesa JH|Golden Valley HS
Brescia|Dr|23800|23898|West Creek|Rio Norte JH|Valencia HS
Breton|Ct|24130|24150|Bridgeport|Rio Norte JH|Valencia HS
Brett|Ct|28103|28120|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Brian|Ct|28424|28452|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Brianna|Ln|27406|27407|Fair Oaks|La Mesa JH|Golden Valley HS
Briarcliff|Pl|27600|27755|Northpark|Rio Norte JH|Valencia HS
Briardale|Wy|24000|24074|Wiley Cyn|Rancho Pico JH|West Ranch HS
Briars|Pl|27400|27482|Helmers|Rio Norte JH|Valencia HS
Briarwood|Ct|30210|30231|Castaic Elem|Castaic MS|Castaic HS
Bridgeport|Ln|24000|24024|Bridgeport|Rio Norte JH|Valencia HS
Bridger|Ct|28753|28775|Mountain View|Rio Norte JH|Valencia HS
Bridges|Ct|22400|22418|Foster|Arroyo Seco JH|Saugus HS
Bridgeview|Ln|0|0|Bridgeport|Rio Norte JH|Valencia HS
Bridgewater|Dr|27400|27499|Helmers|Rio Norte JH|Valencia HS
Bridlewood|Dr|27385|28099|Live Oak|Castaic MS|Castaic HS
Brier|Wy|21402|26414|Rio Vista|La Mesa JH|Golden Valley HS
Brigadoon|Ct|18601|18623|Leona Cox|Sierra Vista JH|Canyon HS
Brighton|Dr|24450|24699|Meadows|Placerita JH|Hart HS
Brighton|Ln|27300|27399|Helmers|Rio Norte JH|Valencia HS
Brighton|Pl|25505|25539|Pico Cyn|Rancho Pico JH|West Ranch HS
Brightwood|Pl|0|0|Emblem|Arroyo Seco JH|Saugus HS
Brillante||0|0|Emblem|Rio Norte JH|Valencia HS
Brinton|Pl|26015|26019|Rio Vista|La Mesa JH|Golden Valley HS
Brio|Ct|23900|23921|Tesoro Del Valle|Rio Norte JH|Valencia HS
Bristol|Wy|0|0|Rosedell|Arroyo Seco JH|Saugus HS
Brittany|Ln|24600|24624|Wiley Cyn|Rancho Pico JH|West Ranch HS
Bronco|Dr|15530|27329|Sulphur Springs|Sierra Vista JH|Canyon HS
Bronte|Ln|25701|25830|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Brook|Ct|24420|24461|Wiley Cyn|Rancho Pico JH|West Ranch HS
Brookdale|Ct|27902|27948|Northpark|Rio Norte JH|Valencia HS
Brookdale|Ln|23402|23402|Bridgeport|Rio Norte JH|Valencia HS
Brooke|Ln|23197|23225|Bridgeport|Rio Norte JH|Valencia HS
Brooken|Av|26600|27029|Sulphur Springs|Sierra Vista JH|Canyon HS
Brookhaven|Pl|27900|27929|Northpark|Rio Norte JH|Valencia HS
Brookhollow|Dr|26801|26811|Bridgeport|Rancho Pico JH|West Ranch HS
Brookie|Ln|20509|20546|Brookings|Arroyo Seco JH|Saugus HS
Brooks|Cr|26400|26769|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Brookside|Ct|28000|28040|Northlake Hills|Castaic MS|Castaic HS
Brookside|Dr|0|0|Bridgeport|Rio Norte JH|Valencia HS
Brookview|Ter|28300|28389|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Brown Oaks|Wy|27100|27176|Fair Oaks|La Mesa JH|Golden Valley HS
Browning|Pl|25800|25849|Pico Cyn|Rancho Pico JH|West Ranch HS
Bruces|Pl|19601|19672|Rio Vista|La Mesa JH|Golden Valley HS
Bruin|Pl|28751|28789|Mountain View|Rio Norte JH|Valencia HS
Bryant|Pl|25900|25959|Pico Cyn|Rancho Pico JH|West Ranch HS
Bryce|Ct|0|0|Emblem|Rio Norte JH|Valencia HS
Bryce|Ct|26000|26028|Valley View|La Mesa JH|Golden Valley HS
Bryce|Dr|28100|28349|Castaic Elem|Castaic MS|Castaic HS
Bryce|Rd|26500|26515|Bridgeport|Rio Norte JH|Valencia HS
Buchanan|Wy|30000|30099|Live Oak|Castaic MS|Castaic HS
Buckeye|Ct|22700|22731|Mountain View|Rio Norte JH|Valencia HS
Buckhorn|Ln|28412|28412|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Buckskin|Dr|27600|27761|Live Oak|Castaic MS|Castaic HS
Buckskin|Ln|27100|27109|Sulphur Springs|Sierra Vista JH|Canyon HS
Bud|Ct|28500|28558|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Buena Vista|Ct|0|0|Bungalow|Rio Norte JH|Valencia HS
Burgandy Crossing|Ln|27630|27666|Leona Cox|Sierra Vista JH|Canyon HS
Burke|Pl|25900|25969|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Burlwood|Dr|30715|31199|Live Oak|Castaic MS|Castaic HS
Burns|Pl|25500|25589|Pico Cyn|Rancho Pico JH|West Ranch HS
Burr|Ct|24540|24549|Peachland|Placerita JH|Hart HS
Burroughs|Pl|25700|25756|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Burt|Ct|15600|15649|Pinetree|Sierra Vista JH|Canyon HS
Burton|Wy|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Byfield|Rd|30300|30559|Live Oak|Castaic MS|Castaic HS
Byrne|Pl|19600|19749|Plum Cyn|Arroyo Seco JH|Saugus HS
Byron|Pl|29703|29751|Live Oak|Castaic MS|Castaic HS
Byron|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Cabelleta|Dr|26600|26749|Emblem|Arroyo Seco JH|Saugus HS
Cabezo|Ct|23750|23773|Valencia Valley|Placerita JH|Hart HS
Cabral|St|18800|18935|Leona Cox|Sierra Vista JH|Canyon HS
Cabrera|Av|27103|27251|Highlands|Arroyo Seco JH|Saugus HS
Cabrillo|Ln|28100|28184|Northpark|Rio Norte JH|Valencia HS
Cabrillo|St|24251|24299|Bridgeport|Rio Norte JH|Valencia HS
Caceras|St|22003|22118|Highlands|Arroyo Seco JH|Saugus HS
Cachuma|Ln|15737|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
Caitlin|Ln|20500|20567|Plum Cyn|Arroyo Seco JH|Saugus HS
Caladium|Pl|24300|24345|Bridgeport|Rio Norte JH|Valencia HS
Calcite|Ct|31902|31949|Northlake Hills|Castaic MS|Castaic HS
Calcutta Pass|Ln|25401|25427|Newhall|Placerita JH|Hart HS
Calex|Dr|28250|28548|Northpark|Rio Norte JH|Valencia HS
Calgrove - All Numbers|Blvd|23400|23899|Wiley Cyn|Rancho Pico JH|West Ranch HS
Calgrove - Even Numbers|Blvd|23300|23398|Peachland|Placerita JH|Hart HS
Calgrove - Odd Numbers|Blvd|23301|23399|Wiley Cyn|Rancho Pico JH|West Ranch HS
Calhaven|Dr|20305|20643|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Calla|Wy|19002|19219|Canyon Springs|Sierra Vista JH|Canyon HS
Calla|Wy|19500|19651|Cedarcreek|Sierra Vista JH|Canyon HS
Calla Lily|Ct|14701|14759|Pinetree|Sierra Vista JH|Canyon HS
Calle|Ct|25762|25772|Valencia Valley|Placerita JH|Hart HS
Calle Arbor||23900|24099|Meadows|Placerita JH|Hart HS
Calle Arino||23350|23379|Valencia Valley|Placerita JH|Hart HS
Calle Brillante||0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Calle Brisa||0|0|Bridgeport|Rio Norte JH|Valencia HS
Calle Cerrito||30000|30360|Mint Cyn|La Mesa JH|Golden Valley HS
Calle De La Paz||0|0|West Creek|Rio Norte JH|Valencia HS
Calle De Las Brisas||31754|31767|Northlake Hills|Castaic MS|Castaic HS
Calle De Sol|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Calle Del Cielo||31774|31787|Northlake Hills|Castaic MS|Castaic HS
Calle Lumina||0|0|Bridgeport|Rio Norte JH|Valencia HS
Calle Plata||28700|28744|West Creek|Rio Norte JH|Valencia HS
Calle Primavera||29300|29399|Tesoro Del Valle|Rio Norte JH|Valencia HS
Calle Terraza||24303|24320|Tesoro Del Valle|Rio Norte JH|Valencia HS
Calle Verano||0|0|Bridgeport|Rio Norte JH|Valencia HS
Calvello|Dr|22600|22799|Foster|Arroyo Seco JH|Saugus HS
Calvello|Dr|22800|23251|Foster|Arroyo Seco JH|Saugus HS
Calwood|St|20731|20931|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Calypso|Ln|27200|27213|Rio Vista|La Mesa JH|Golden Valley HS
Calypso|Ln|27700|27973|Skyblue Mesa|Sierra Vista JH|Canyon HS
Camargo|Dr|26800|26899|Emblem|Arroyo Seco JH|Saugus HS
Camas|Ct|28200|28214|Northpark|Rio Norte JH|Valencia HS
Cambria Estates|Ln|16200|16419|Sulphur Springs|Sierra Vista JH|Canyon HS
Cambridge|Av|29500|30188|Live Oak|Castaic MS|Castaic HS
Camden|Pl|27202|27250|Helmers|Rio Norte JH|Valencia HS
Camelia Hill|Wy|14600|14651|Pinetree|Sierra Vista JH|Canyon HS
Camelot|Ct|18602|18631|Leona Cox|Sierra Vista JH|Canyon HS
Cameron|Ct|23700|23748|Helmers|Rio Norte JH|Valencia HS
Camford|Pl|23350|23381|Helmers|Rio Norte JH|Valencia HS
Camino Alegre||31752|31767|Northlake Hills|Castaic MS|Castaic HS
Camino Arena||31772|31785|Northlake Hills|Castaic MS|Castaic HS
Camino De Cielo|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Camino Del Arte|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Camino Del Lago||27676|27677|Northlake Hills|Castaic MS|Castaic HS
Camino Del Montana||31752|31765|Northlake Hills|Castaic MS|Castaic HS
Camino Del Valle||0|0|Live Oak|Castaic MS|Castaic HS
Camomile|Ln|27522|27588|Highlands|Arroyo Seco JH|Saugus HS
Camp Plenty|Rd|27200|27999|Cedarcreek|Sierra Vista JH|Canyon HS
Camp View|Dr|0|0|Live Oak|Castaic MS|Castaic HS
Campbell|Ct|26600|26630|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Camphor|Ct|0|0|Northpark|Rio Norte JH|Valencia HS
Canary|Ct|26500|26539|Rio Vista|La Mesa JH|Golden Valley HS
Candice|Ct|20300|20319|Rio Vista|La Mesa JH|Golden Valley HS
Candington|Ct|27100|27149|Helmers|Rio Norte JH|Valencia HS
Canerwell|St|23500|23999|Wiley Cyn|Rancho Pico JH|West Ranch HS
Canna Valley|St|14800|14899|Sulphur Springs|Sierra Vista JH|Canyon HS
Cannes|Pl|30500|30579|Castaic Elem|Castaic MS|Castaic HS
Canoe|Rd|30200|30249|Mint Cyn|La Mesa JH|Golden Valley HS
Canones|Cr|22100|22399|Highlands|Arroyo Seco JH|Saugus HS
Canones|Pl|27100|27191|Highlands|Arroyo Seco JH|Saugus HS
Canso|Ln|22200|22299|Highlands|Arroyo Seco JH|Saugus HS
Cantada|Dr|24520|24522|Bridgeport|Rancho Pico JH|West Ranch HS
Canterbury|Ct|28200|28299|Northpark|Rio Norte JH|Valencia HS
Canterwood|Dr|20711|20998|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Cantos|Dr|26600|26621|Emblem|Arroyo Seco JH|Saugus HS
Canvas|St|16900|17499|Mitchell|Sierra Vista JH|Canyon HS
Canyon|Ln|16500|16599|Mint Cyn|La Mesa JH|Golden Valley HS
Canyon Crest|Dr|28000|28049|Skyblue Mesa|Sierra Vista JH|Canyon HS
Canyon Crest|Dr|28100|28289|Leona Cox|Sierra Vista JH|Canyon HS
Canyon End|Rd|26800|26949|Sulphur Springs|Sierra Vista JH|Canyon HS
Canyon Gate|Rd|0|0|Valley View|La Mesa JH|Golden Valley HS
Canyon Heights|Cr|21600|26153|Mountain View|Rio Norte JH|Valencia HS
Canyon Oak|Pl|28900|28980|Mountain View|Rio Norte JH|Valencia HS
Canyon Oak|Rd|16310|16501|Sulphur Springs|Sierra Vista JH|Canyon HS
Canyon Pk|Blvd|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Canyon Pk|Blvd|18300|18499|Valley View|La Mesa JH|Golden Valley HS
Canyon Rim|Pl|29300|29399|Sulphur Springs|Sierra Vista JH|Canyon HS
Canyon Ter|Wy|26500|26699|Rio Vista|La Mesa JH|Golden Valley HS
Canyon View|Dr|19730|20216|Cedarcreek|Sierra Vista JH|Canyon HS
Capallero|Dr|30406|30489|Castaic Elem|Castaic MS|Castaic HS
Cape Cod|Dr|26923|26999|Bridgeport|Rio Norte JH|Valencia HS
Cape Jasmine|Rd|17449|17828|Fair Oaks|La Mesa JH|Golden Valley HS
Cape May|Ct|24000|24049|Valencia Valley|Placerita JH|Hart HS
Capew|St|18800|18821|Leona Cox|Sierra Vista JH|Canyon HS
Capistrano|Ct|23900|23941|Valencia Valley|Placerita JH|Hart HS
Capra|Rd|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Capri|Ct|29001|29018|Castaic Elem|Castaic MS|Castaic HS
Caraway|Ln|27501|27798|Highlands|Arroyo Seco JH|Saugus HS
Caraway|Ln|27800|28161|Rosedell|Arroyo Seco JH|Saugus HS
Cardiff|Dr|22100|22649|Newhall|Placerita JH|Hart HS
Cardinal|Dr|26300|26499|Golden Oak|La Mesa JH|Golden Valley HS
Cardinal|Dr|26500|26756|Fair Oaks|La Mesa JH|Golden Valley HS
Cardwick|Ct|26500|26582|Valley View|La Mesa JH|Golden Valley HS
Caribou|Ct|26508|26513|Bridgeport|Rio Norte JH|Valencia HS
Carillo|Dr|25901|25949|Valencia Valley|Placerita JH|Hart HS
Cariz|Dr|25340|25493|Old Orchard|Placerita JH|Hart HS
Carl|Ct|23700|23799|Mc Grath|La Mesa JH|Golden Valley HS
Carl Boyer|Dr|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Carla|Ct|15250|15269|Pinetree|Sierra Vista JH|Canyon HS
Carland|Dr|23900|23926|Wiley Cyn|Rancho Pico JH|West Ranch HS
Carlos|Pl|24800|24806|Peachland|Placerita JH|Hart HS
Carmelita|Dr|26900|27014|Bridgeport|Rancho Pico JH|West Ranch HS
Carmen|Dr|30902|30902|Mint Cyn|La Mesa JH|Golden Valley HS
Carnation|Ct|28800|28836|Castaic Elem|Castaic MS|Castaic HS
Carnegie|Av|27650|28059|Foster|Arroyo Seco JH|Saugus HS
Carol|Ct|21800|21835|Emblem|Rio Norte JH|Valencia HS
Carol Sue|Ln|21400|21533|Rosedell|Arroyo Seco JH|Saugus HS
Carranza|Ln|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Carrizo|Dr|23400|23799|Valencia Valley|Placerita JH|Hart HS
Carroll|Ln|25800|26142|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Carrousel|Dr|15500|15699|Pinetree|Sierra Vista JH|Canyon HS
Carson|Ct|20035|20271|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Carson|Wy|25200|25353|Pico Cyn|Rancho Pico JH|West Ranch HS
Cartagena|Pl|30410|30467|Castaic Elem|Castaic MS|Castaic HS
Carvel|Dr|27900|27975|Cedarcreek|Sierra Vista JH|Canyon HS
Cary|Ct|24200|24238|Wiley Cyn|Rancho Pico JH|West Ranch HS
Casa Luna|Pl|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Cascade|Ct|14350|14399|Sulphur Springs|Sierra Vista JH|Canyon HS
Cascade|Rd|28000|28469|Castaic Elem|Castaic MS|Castaic HS
Cashmere|Pl|29852|29890|Live Oak|Castaic MS|Castaic HS
Casselman|Ln|28350|28469|Plum Cyn|Arroyo Seco JH|Saugus HS
Cast|Av|24600|24799|Newhall|Placerita JH|Hart HS
Castaic|Rd|28786|32499|Northlake Hills|Castaic MS|Castaic HS
Castaic Cyn|Rd|28700|28771|Live Oak|Castaic MS|Castaic HS
Castaic Lake|Dr|0|0|Northlake Hills|Castaic MS|Castaic HS
Castaic Oaks|Ln|31300|31399|Northlake Hills|Castaic MS|Castaic HS
Castaic Reservoir|Rd|36200|36200|Northlake Hills|Castaic MS|Castaic HS
Castilla|Ct|23700|23743|Valencia Valley|Placerita JH|Hart HS
Castille|Ln|19500|19749|Plum Cyn|Arroyo Seco JH|Saugus HS
Castillo|Ln|28100|28189|Northpark|Rio Norte JH|Valencia HS
Castlebury|Pl|29600|29799|Live Oak|Castaic MS|Castaic HS
Caston|Ct|26529|26542|Valley View|La Mesa JH|Golden Valley HS
Catala|Av|27301|27599|Highlands|Arroyo Seco JH|Saugus HS
Cataro|Dr|22300|22351|Highlands|Arroyo Seco JH|Saugus HS
Catskills|Ct|14400|14429|Sulphur Springs|Sierra Vista JH|Canyon HS
Cattail|Wy|26601|26610|Rio Vista|La Mesa JH|Golden Valley HS
Cavalini|Pl|24370|24404|Bridgeport|Rio Norte JH|Valencia HS
Cavehill|Rd|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Cavern|Ct|20102|20138|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Cayenne|Dr|0|0|Highlands|Arroyo Seco JH|Saugus HS
Cayman|Pl|26010|26041|Rio Vista|La Mesa JH|Golden Valley HS
Cedar|Ln|28252|28296|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Cedar|Pl|273702|27327|Bridgeport|Rio Norte JH|Valencia HS
Cedar|Wy|0|0|Northlake Hills|Castaic MS|Castaic HS
Cedar Cyn|Ct|28600|28630|Mountain View|Rio Norte JH|Valencia HS
Cedar Glen|Ct|29000|29064|Mountain View|Rio Norte JH|Valencia HS
Cedar Oak|Ln|30238|30399|Castaic Elem|Castaic MS|Castaic HS
Cedar Ridge|Ct|28800|28869|Mountain View|Rio Norte JH|Valencia HS
Cedar Ridge|Pl|27100|27180|Oak Hills|Rancho Pico JH|West Ranch HS
Cedar Town|St|23258|23365|Peachland|Placerita JH|Hart HS
Cedar Valley|Wy|18615|18958|Golden Oak|La Mesa JH|Golden Valley HS
Cedarcreek|St|19300|19651|Cedarcreek|Sierra Vista JH|Canyon HS
Cedarcreek|St|20200|20462|Rio Vista|La Mesa JH|Golden Valley HS
Cedarfalls|Dr|20800|21167|Rosedell|Arroyo Seco JH|Saugus HS
Cedarfort|Dr|15800|15845|Sulphur Springs|Sierra Vista JH|Canyon HS
Celestial|Ln|22204|22236|Santa Clarita|Rio Norte JH|Valencia HS
Celleste|Pl|20002|20025|Plum Cyn|Arroyo Seco JH|Saugus HS
Cement Block|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Central|Av|29630|29851|Live Oak|Castaic MS|Castaic HS
Centre Pointe|Pkwy|21500|21519|Emblem|La Mesa JH|Golden Valley HS
Centurion|Wy|21700|21999|Highlands|Arroyo Seco JH|Saugus HS
Cerca|Dr|22902|23151|Santa Clarita|Arroyo Seco JH|Saugus HS
Cerezo|Ct|24800|24811|Peachland|Placerita JH|Hart HS
Cero|Dr|28000|28037|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Cerro Verde|Av|27000|27010|Bridgeport|Rancho Pico JH|West Ranch HS
Ceylon|Pl|26080|26089|Rio Vista|La Mesa JH|Golden Valley HS
Cezanne|Ln|26800|26901|Bridgeport|Rancho Pico JH|West Ranch HS
Chadsford|Dr|23800|23856|Helmers|Rio Norte JH|Valencia HS
Chadway|St|19500|19658|Cedarcreek|Sierra Vista JH|Canyon HS
Champagne|Ln|23320|23351|Peachland|Placerita JH|Hart HS
Championship|Wy|27413|27413|Bridgeport|Rancho Pico JH|West Ranch HS
Channel|Ln|27009|27089|Bridgeport|Rio Norte JH|Valencia HS
Channel|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Chaparral|Ln|22500|22577|Tesoro Del Valle|Rio Norte JH|Valencia HS
Chaparro|Dr|22500|22627|Santa Clarita|Arroyo Seco JH|Saugus HS
Charing Cross|Rd|26000|26086|Meadows|Placerita JH|Hart HS
Charles|Dr|27936|28070|Plum Cyn|Arroyo Seco JH|Saugus HS
Charley Cyn|Rd|0|0|Northlake Hills|Castaic MS|Castaic HS
Charley Cyn Lateral||0|0|Northpark|Rio Norte JH|Valencia HS
Charlie|Ct|20508|20524|Charmaine|Arroyo Seco JH|Saugus HS
Charonne|Ct|26050|26069|Meadows|Placerita JH|Hart HS
Chase|St|25300|25635|Pico Cyn|Rancho Pico JH|West Ranch HS
Chatfield|Wy|23500|23599|Helmers|Rio Norte JH|Valencia HS
Chaucer|Pl|26822|26899|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Chaz|Ct|20509|20514|Chelsea|Arroyo Seco JH|Saugus HS
Chelsea|Wy|17800|17849|Fair Oaks|La Mesa JH|Golden Valley HS
Chenil|Ct|21710|21718|Highlands|Arroyo Seco JH|Saugus HS
Cheraw|Dr|22300|22354|Highlands|Arroyo Seco JH|Saugus HS
Cherokee Cyn|Ln|23002|23030|Northpark|Rio Norte JH|Valencia HS
Cherry|Ct|23800|23821|Northpark|Rio Norte JH|Valencia HS
Cherry|Ct|25512|25586|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Cherry|Dr|31101|31699|Northlake Hills|Castaic MS|Castaic HS
Cherry|St|23400|23651|Peachland|Placerita JH|Hart HS
Cherry Blossom|Pl|27901|27930|Bridgeport|Rio Norte JH|Valencia HS
Cherry Creek|Dr|27400|27499|Santa Clarita|Arroyo Seco JH|Saugus HS
Cherry Creek|Dr|27500|27899|Foster|Arroyo Seco JH|Saugus HS
Cherry Laurel|Pl|27100|27132|Fair Oaks|La Mesa JH|Golden Valley HS
Cherry Willow|Dr|27000|27172|Fair Oaks|La Mesa JH|Golden Valley HS
Chervil|Ct|23258|23277|Northpark|Rio Norte JH|Valencia HS
Cheryl|Ln|20415|20566|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Cheryl Kelton|Pl|24200|24439|Wiley Cyn|Rancho Pico JH|West Ranch HS
Chesebrough||0|0|Live Oak|Castaic MS|Castaic HS
Cheshire|Ln|27300|27399|Helmers|Rio Norte JH|Valencia HS
Chesterfield|Dr|27300|27399|Helmers|Rio Norte JH|Valencia HS
Chestnut|St|24300|24799|Newhall|Placerita JH|Hart HS
Chestnut|St|24900|25199|Wiley Cyn|Placerita JH|Hart HS
Chestnut|Wy|25701|25729|Pico Cyn|Rancho Pico JH|West Ranch HS
Cheswold|Ln|21710|21752|Rosedell|Arroyo Seco JH|Saugus HS
Cheyenne|Dr|22900|28133|Bridgeport|Rio Norte JH|Valencia HS
Chicory|Ct|24907|24925|Wiley Cyn|Rancho Pico JH|West Ranch HS
Chiffchaff|Ct|26501|26551|Valencia Valley|Placerita JH|Hart HS
Chimney Rock|Rd|25600|25699|Meadows|Placerita JH|Hart HS
Chinkapin|St|0|0|Golden Oak|La Mesa JH|Golden Valley HS
Chiquella|Ln|24924|25350|Wiley Cyn|Rancho Pico JH|West Ranch HS
Chiquito Cyn|Rd|27600|28949|Live Oak|Castaic MS|Castaic HS
Chisholm|Pl|21800|21849|Mountain View|Rio Norte JH|Valencia HS
Chisom|Ln|25400|25549|Pico Cyn|Rancho Pico JH|West Ranch HS
Chiswick|Ct|26200|26217|Valencia Valley|Placerita JH|Hart HS
Choke Cherry|Ln|24500|24599|Mc Grath|Placerita JH|Hart HS
Choke Cherry|Ln|24600|24799|Newhall|Placerita JH|Hart HS
Chris|Pl|20002|20028|Plum Cyn|Arroyo Seco JH|Saugus HS
Christie|Ct|25600|25631|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Christopher|Ln|19805|20066|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Chucker|Ct|28100|28171|Northlake Hills|Castaic MS|Castaic HS
Chuckwagon|Pl|26840|26899|Sulphur Springs|Sierra Vista JH|Canyon HS
Church|St|27700|31561|Northlake Hills|Castaic MS|Castaic HS
Cicely|Ct|23200|23249|Northpark|Rio Norte JH|Valencia HS
Cielo|Ct|25600|25623|Old Orchard|Placerita JH|Hart HS
Cimarron|Wy|21104|21199|Emblem|Arroyo Seco JH|Saugus HS
Cindy|Ct|15800|15899|Pinetree|Sierra Vista JH|Canyon HS
Cinema|Dr|25300|23599|Emblem|Arroyo Seco JH|Saugus HS
Cinnabar|Ln|31833|31999|Northlake Hills|Castaic MS|Castaic HS
Circle G|Dr|27100|27399|Sulphur Springs|Sierra Vista JH|Canyon HS
Circle J Ranch|Rd|22100|22699|Newhall|Placerita JH|Hart HS
Citrine|Ct|31900|31949|Northlake Hills|Castaic MS|Castaic HS
Citrus|Pl|28700|28781|Mountain View|Rio Norte JH|Valencia HS
Citylight|Ct|26400|26449|Rio Vista|La Mesa JH|Golden Valley HS
Claibourne|Ln|22200|22399|Newhall|Placerita JH|Hart HS
Clampitt|Rd|0|0|Mc Grath|La Mesa JH|Golden Valley HS
Claremont|Dr|22400|22471|Foster|Arroyo Seco JH|Saugus HS
Clarence|Ct|27030|27066|Bridgeport|Rio Norte JH|Valencia HS
Clark|Ct|27700|27734|Foster|Arroyo Seco JH|Saugus HS
Clarke|St|25301|25363|Pico Cyn|Rancho Pico JH|West Ranch HS
Clarkson|Ct|27451|27473|Helmers|Rio Norte JH|Valencia HS
Claudette|St|26740|26899|Rio Vista|La Mesa JH|Golden Valley HS
Claycrest|Dr|18900|18939|Leona Cox|Sierra Vista JH|Canyon HS
Claymore|Wy|23800|23849|Helmers|Rio Norte JH|Valencia HS
Clayton|Ct|23900|23999|Helmers|Rio Norte JH|Valencia HS
Clearbank|Ln|24100|24140|Wiley Cyn|Rancho Pico JH|West Ranch HS
